Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,,O,
PRI,2000-01-01,2002-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20002002,2002,%,2.5,E,
PRI,2001-01-01,2003-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20012003,2003,%,2.5,E,
PRI,2002-01-01,2004-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20022004,2004,%,2.5,E,
PRI,2003-01-01,2005-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20032005,2005,%,2.5,E,
PRI,2004-01-01,2006-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20042006,2006,%,2.5,E,
PRI,2005-01-01,2007-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20052007,2007,%,2.5,E,
PRI,2006-01-01,2008-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20062008,2008,%,2.5,E,
PRI,2007-01-01,2009-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20072009,2009,%,2.5,E,
PRI,2008-01-01,2010-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20082010,2010,%,2.5,E,
PRI,2009-01-01,2011-12-31,177,'630,Puerto Rico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20092011,2011,%,2.5,E,
